seed,scenario,target,profile,scenario_signature,method,confidence_level,n_labeled,n_unlabeled,n_replicates,n_successful_replicates,n_failed_replicates,average_ci_width,empirical_coverage
0,logistic_glm,beta_0,P4,logistic_glm:P4,ppi,0.95,60,600,200,200,0,1.6081815587178871,0.96
0,logistic_glm,beta_0,P4,logistic_glm:P4,ppi_plus_plus_v1,0.95,60,600,200,200,0,1.5520650931961386,0.94
0,logistic_glm,beta_0,P4,logistic_glm:P4,ppi_plus_plus_v2,0.95,60,600,200,200,0,1.534426198208112,0.945
0,logistic_glm,beta_0,baseline,logistic_glm:baseline,classic,0.95,60,600,200,200,0,1.5833912653239233,0.94
0,logistic_glm,beta_0,P1,logistic_glm:P1,naive_ml,0.975,60,600,200,200,0,0.0051907837823799196,0.985
0,logistic_glm,beta_0,P1,logistic_glm:P1,ppi,0.975,60,600,200,200,0,1.8286055459037514,0.99
0,logistic_glm,beta_0,P1,logistic_glm:P1,ppi_plus_plus_v1,0.975,60,600,200,200,0,1.7896242642151825,0.975
0,logistic_glm,beta_0,P1,logistic_glm:P1,ppi_plus_plus_v2,0.975,60,600,200,200,0,1.753880750841679,0.98
0,logistic_glm,beta_0,P2,logistic_glm:P2,naive_ml,0.975,60,600,200,200,0,0.006702862269494934,0.0
0,logistic_glm,beta_0,P2,logistic_glm:P2,ppi,0.975,60,600,200,200,0,1.833861409340007,0.99
0,logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v1,0.975,60,600,200,200,0,1.7952803311078285,0.975
0,logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v2,0.975,60,600,200,200,0,1.7628047706521048,0.98
0,logistic_glm,beta_0,P3,logistic_glm:P3,naive_ml,0.975,60,600,200,200,0,0.0038460942981827896,0.0
0,logistic_glm,beta_0,P3,logistic_glm:P3,ppi,0.975,60,600,200,200,0,1.8411859337423908,0.99
0,logistic_glm,beta_0,P3,logistic_glm:P3,ppi_plus_plus_v1,0.975,60,600,200,200,0,1.7954488286919679,0.975
0,logistic_glm,beta_0,P3,logistic_glm:P3,ppi_plus_plus_v2,0.975,60,600,200,200,0,1.758431926335422,0.98
0,logistic_glm,beta_0,P4,logistic_glm:P4,naive_ml,0.975,60,600,200,200,0,0.05147095051898385,0.975
0,logistic_glm,beta_0,P4,logistic_glm:P4,ppi,0.975,60,600,200,200,0,1.8391065145210488,0.995
0,logistic_glm,beta_0,P4,logistic_glm:P4,ppi_plus_plus_v1,0.975,60,600,200,200,0,1.774932070563849,0.975
0,logistic_glm,beta_0,P4,logistic_glm:P4,ppi_plus_plus_v2,0.975,60,600,200,200,0,1.7547603390167623,0.98
0,logistic_glm,beta_0,baseline,logistic_glm:baseline,classic,0.975,60,600,200,200,0,1.8107564878523732,0.975
0,logistic_glm,beta_1,P1,logistic_glm:P1,naive_ml,0.9,60,600,200,200,0,0.004665037295836449,0.89
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi,0.9,60,600,200,200,0,1.7192274947416504,0.93
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.687070848257739,0.915
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.621973834121024,0.935
0,logistic_glm,beta_1,P2,logistic_glm:P2,naive_ml,0.9,60,600,200,200,0,0.00771864217312743,0.01
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi,0.9,60,600,200,200,0,1.7381642677469709,0.94
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.684545312891344,0.915
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.6260939457689259,0.935
0,logistic_glm,beta_1,P3,logistic_glm:P3,naive_ml,0.9,60,600,200,200,0,0.004471026209878157,0.0
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi,0.9,60,600,200,200,0,1.7411225549387443,0.93
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.6783715646970572,0.91
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.6235308816810823,0.92
0,logistic_glm,beta_1,P4,logistic_glm:P4,naive_ml,0.9,60,600,200,200,0,0.04630333265266993,0.82
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi,0.9,60,600,200,200,0,1.7306336306535222,0.935
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.6848729325991334,0.915
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.6252089395597265,0.935
0,logistic_glm,beta_1,baseline,logistic_glm:baseline,classic,0.9,60,600,200,200,0,1.6965559960793966,0.92
0,logistic_glm,beta_1,P1,logistic_glm:P1,naive_ml,0.95,60,600,200,200,0,0.005558734793515647,0.945
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi,0.95,60,600,200,200,0,2.0485859140973104,0.975
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi_plus_plus_v1,0.95,60,600,200,200,0,2.0102689064685766,0.96
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi_plus_plus_v2,0.95,60,600,200,200,0,1.9327010298390166,0.97
0,logistic_glm,beta_1,P2,logistic_glm:P2,naive_ml,0.95,60,600,200,200,0,0.00919732942858877,0.02
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi,0.95,60,600,200,200,0,2.0711504708856423,0.97
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi_plus_plus_v1,0.95,60,600,200,200,0,2.007259545466049,0.965
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi_plus_plus_v2,0.95,60,600,200,200,0,1.937610445673869,0.97
0,logistic_glm,beta_1,P3,logistic_glm:P3,naive_ml,0.95,60,600,200,200,0,0.005327556325809362,0.0
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi,0.95,60,600,200,200,0,2.074675487493077,0.975
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi_plus_plus_v1,0.95,60,600,200,200,0,1.9999030707547678,0.96
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi_plus_plus_v2,0.95,60,600,200,200,0,1.934556366441572,0.975
0,logistic_glm,beta_1,P4,logistic_glm:P4,naive_ml,0.95,60,600,200,200,0,0.05517382390529758,0.895
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi,0.95,60,600,200,200,0,2.062177163326867,0.98
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v1,0.95,60,600,200,200,0,2.007649928426192,0.96
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v2,0.95,60,600,200,200,0,1.9365558957323412,0.97
0,logistic_glm,beta_1,baseline,logistic_glm:baseline,classic,0.95,60,600,200,200,0,2.021571157206195,0.97
0,logistic_glm,beta_1,P1,logistic_glm:P1,naive_ml,0.975,60,600,200,200,0,0.00635693483477062,0.96
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi,0.975,60,600,200,200,0,2.342750219804843,0.995
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.298931126142844,0.98
0,logistic_glm,beta_1,P1,logistic_glm:P1,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.210224980711902,0.985
0,logistic_glm,beta_1,P2,logistic_glm:P2,naive_ml,0.975,60,600,200,200,0,0.01051800922390818,0.03
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi,0.975,60,600,200,200,0,2.368554907815184,0.99
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.295489639456038,0.98
0,logistic_glm,beta_1,P2,logistic_glm:P2,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.215839358389238,0.985
0,logistic_glm,beta_1,P3,logistic_glm:P3,naive_ml,0.975,60,600,200,200,0,0.006092560564545448,0.0
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi,0.975,60,600,200,200,0,2.372586095072235,0.995
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.287076820336156,0.98
0,logistic_glm,beta_1,P3,logistic_glm:P3,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.212346732210601,0.985
0,logistic_glm,beta_1,P4,logistic_glm:P4,naive_ml,0.975,60,600,200,200,0,0.06309644481694385,0.95
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi,0.975,60,600,200,200,0,2.3582930886202793,0.995
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.2959360790021597,0.98
0,logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.21463338157845,0.99
0,logistic_glm,beta_1,baseline,logistic_glm:baseline,classic,0.975,60,600,200,200,0,2.3118563103968386,0.98
0,logistic_glm,beta_2,P1,logistic_glm:P1,naive_ml,0.9,60,600,200,200,0,0.005371556384211441,0.885
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi,0.9,60,600,200,200,0,1.8976071721553383,0.935
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.8705005038082692,0.92
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.8594808037415174,0.93
0,logistic_glm,beta_2,P2,logistic_glm:P2,naive_ml,0.9,60,600,200,200,0,0.006817101979706245,0.1
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi,0.9,60,600,200,200,0,1.9179121063434184,0.94
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.8735064076165806,0.925
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.8620374126766952,0.935
0,logistic_glm,beta_2,P3,logistic_glm:P3,naive_ml,0.9,60,600,200,200,0,0.003971736459347927,0.0
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi,0.9,60,600,200,200,0,1.9072667204527693,0.935
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.8691432523926783,0.92
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.8584897702167373,0.925
0,logistic_glm,beta_2,P4,logistic_glm:P4,naive_ml,0.9,60,600,200,200,0,0.05329008072930423,0.83
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi,0.9,60,600,200,200,0,1.9083441896623357,0.935
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v1,0.9,60,600,200,200,0,1.8711562945009215,0.925
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v2,0.9,60,600,200,200,0,1.8591296136799045,0.925
0,logistic_glm,beta_2,baseline,logistic_glm:baseline,classic,0.9,60,600,200,200,0,1.8944864298939794,0.93
0,logistic_glm,beta_2,P1,logistic_glm:P1,naive_ml,0.95,60,600,200,200,0,0.0064006042127244065,0.94
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi,0.95,60,600,200,200,0,2.26113840969698,0.98
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v1,0.95,60,600,200,200,0,2.228838822164932,0.955
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v2,0.95,60,600,200,200,0,2.2157080396458233,0.97
0,logistic_glm,beta_2,P2,logistic_glm:P2,naive_ml,0.95,60,600,200,200,0,0.008123078029699441,0.175
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi,0.95,60,600,200,200,0,2.2853332310871677,0.975
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v1,0.95,60,600,200,200,0,2.2324205774705406,0.955
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v2,0.95,60,600,200,200,0,2.218754427089301,0.965
0,logistic_glm,beta_2,P3,logistic_glm:P3,naive_ml,0.95,60,600,200,200,0,0.004732615892901109,0.0
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi,0.95,60,600,200,200,0,2.272648471418993,0.985
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v1,0.95,60,600,200,200,0,2.227221557352465,0.955
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v2,0.95,60,600,200,200,0,2.2145271503653325,0.965
0,logistic_glm,beta_2,P4,logistic_glm:P4,naive_ml,0.95,60,600,200,200,0,0.06349904772757617,0.92
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi,0.95,60,600,200,200,0,2.27393235517047,0.98
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v1,0.95,60,600,200,200,0,2.229620244972369,0.955
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v2,0.95,60,600,200,200,0,2.215289570876803,0.965
0,logistic_glm,beta_2,baseline,logistic_glm:baseline,classic,0.95,60,600,200,200,0,2.2574198159345467,0.955
0,logistic_glm,beta_2,P1,logistic_glm:P1,naive_ml,0.975,60,600,200,200,0,0.007319691511620748,0.96
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi,0.975,60,600,200,200,0,2.585823943176416,0.995
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.548886334033645,0.99
0,logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.5338700521090445,0.99
0,logistic_glm,beta_2,P2,logistic_glm:P2,naive_ml,0.975,60,600,200,200,0,0.009289501947959928,0.27
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi,0.975,60,600,200,200,0,2.6134929917332466,0.995
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.552982407316078,0.99
0,logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.537353882005413,0.995
0,logistic_glm,beta_2,P3,logistic_glm:P3,naive_ml,0.975,60,600,200,200,0,0.005412190353867328,0.0
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi,0.975,60,600,200,200,0,2.598986778790804,0.995
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.5470368399661463,0.99
0,logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.532519594409225,0.99
0,logistic_glm,beta_2,P4,logistic_glm:P4,naive_ml,0.975,60,600,200,200,0,0.07261711944686876,0.955
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi,0.975,60,600,200,200,0,2.6004550203325794,0.995
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v1,0.975,60,600,200,200,0,2.549779964337987,0.99
0,logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v2,0.975,60,600,200,200,0,2.533391493805066,0.99
0,logistic_glm,beta_2,baseline,logistic_glm:baseline,classic,0.975,60,600,200,200,0,2.581571382278506,0.99
0,lr,beta_0,P1,lr:P1,naive_ml,0.9,60,600,200,200,0,0.0038026943119604294,0.89
0,lr,beta_0,P1,lr:P1,ppi,0.9,60,600,200,200,0,0.6006400764266533,0.91
0,lr,beta_0,P1,lr:P1,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.5896804834548843,0.91
0,lr,beta_0,P1,lr:P1,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.5766068180430406,0.905
0,lr,beta_0,P2,lr:P2,naive_ml,0.9,60,600,200,200,0,3.552713678800501e-17,0.0
0,lr,beta_0,P2,lr:P2,ppi,0.9,60,600,200,200,0,0.6013217995141611,0.92
0,lr,beta_0,P2,lr:P2,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.5915598109150391,0.905
0,lr,beta_0,P2,lr:P2,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.576724529697594,0.905
0,lr,beta_0,P3,lr:P3,naive_ml,0.9,60,600,200,200,0,4.9960036108132046e-17,0.0
0,lr,beta_0,P3,lr:P3,ppi,0.9,60,600,200,200,0,0.6012314551229483,0.91
0,lr,beta_0,P3,lr:P3,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.5934516962813394,0.905
0,lr,beta_0,P3,lr:P3,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.5772106295054354,0.9
0,lr,beta_0,P4,lr:P4,naive_ml,0.9,60,600,200,200,0,0.038026943119604306,0.89
0,lr,beta_0,P4,lr:P4,ppi,0.9,60,600,200,200,0,0.6124602266700694,0.915
0,lr,beta_0,P4,lr:P4,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.5908631640003253,0.895
0,lr,beta_0,P4,lr:P4,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.5781554641718136,0.9
0,lr,beta_0,baseline,lr:baseline,classic,0.9,60,600,200,200,0,0.5947241729967366,0.9
0,lr,beta_0,P1,lr:P1,naive_ml,0.95,60,600,200,200,0,0.004531189750586634,0.945
0,lr,beta_0,P1,lr:P1,ppi,0.95,60,600,200,200,0,0.7157067949258669,0.97
0,lr,beta_0,P1,lr:P1,ppi_plus_plus_v1,0.95,60,600,200,200,0,0.7026476344279838,0.97
0,lr,beta_0,P1,lr:P1,ppi_plus_plus_v2,0.95,60,600,200,200,0,0.6870694012446259,0.965
0,lr,beta_0,P2,lr:P2,naive_ml,0.95,60,600,200,200,0,4.718447854656915e-17,0.0
0,lr,beta_0,P2,lr:P2,ppi,0.95,60,600,200,200,0,0.7165191180876689,0.965
0,lr,beta_0,P2,lr:P2,ppi_plus_plus_v1,0.95,60,600,200,200,0,0.7048869912173695,0.97
0,lr,beta_0,P2,lr:P2,ppi_plus_plus_v2,0.95,60,600,200,200,0,0.6872096633322102,0.955
0,lr,beta_0,P3,lr:P3,naive_ml,0.95,60,600,200,200,0,5.995204332975846e-17,0.0
0,lr,beta_0,P3,lr:P3,ppi,0.95,60,600,200,200,0,0.7164114661057035,0.965
0,lr,beta_0,P3,lr:P3,ppi_plus_plus_v1,0.95,60,600,200,200,0,0.7071413116748679,0.97
0,lr,beta_0,P3,lr:P3,ppi_plus_plus_v2,0.95,60,600,200,200,0,0.6877888869790137,0.965
0,lr,beta_0,P4,lr:P4,naive_ml,0.95,60,600,200,200,0,0.04531189750586634,0.945
0,lr,beta_0,P4,lr:P4,ppi,0.95,60,600,200,200,0,0.7297913726593184,0.96
0,lr,beta_0,P4,lr:P4,ppi_plus_plus_v1,0.95,60,600,200,200,0,0.7040568852186311,0.965
0,lr,beta_0,P4,lr:P4,ppi_plus_plus_v2,0.95,60,600,200,200,0,0.6889147269243461,0.955
0,lr,beta_0,baseline,lr:baseline,classic,0.95,60,600,200,200,0,0.7086575612015611,0.96
0,lr,beta_0,P1,lr:P1,naive_ml,0.975,60,600,200,200,0,0.005181840659507743,0.985
0,lr,beta_0,P1,lr:P1,ppi,0.975,60,600,200,200,0,0.8184778776374754,0.985
0,lr,beta_0,P1,lr:P1,ppi_plus_plus_v1,0.975,60,600,200,200,0,0.8035435022147265,0.98
0,lr,beta_0,P1,lr:P1,ppi_plus_plus_v2,0.975,60,600,200,200,0,0.7857283308014438,0.985
0,lr,beta_0,P2,lr:P2,naive_ml,0.975,60,600,200,200,0,5.828670879282072e-17,0.0
0,lr,beta_0,P2,lr:P2,ppi,0.975,60,600,200,200,0,0.8194068453965352,0.985
0,lr,beta_0,P2,lr:P2,ppi_plus_plus_v1,0.975,60,600,200,200,0,0.8061044168312206,0.98
0,lr,beta_0,P2,lr:P2,ppi_plus_plus_v2,0.975,60,600,200,200,0,0.7858887336599497,0.985
0,lr,beta_0,P3,lr:P3,naive_ml,0.975,60,600,200,200,0,7.049916206369744e-17,0.0
0,lr,beta_0,P3,lr:P3,ppi,0.975,60,600,200,200,0,0.8192837352537417,0.98
0,lr,beta_0,P3,lr:P3,ppi_plus_plus_v1,0.975,60,600,200,200,0,0.8086824438063018,0.98
0,lr,beta_0,P3,lr:P3,ppi_plus_plus_v2,0.975,60,600,200,200,0,0.7865511302509482,0.98
0,lr,beta_0,P4,lr:P4,naive_ml,0.975,60,600,200,200,0,0.05181840659507743,0.985
0,lr,beta_0,P4,lr:P4,ppi,0.975,60,600,200,200,0,0.8345849138881082,0.985
0,lr,beta_0,P4,lr:P4,ppi_plus_plus_v1,0.975,60,600,200,200,0,0.8051551127294877,0.975
0,lr,beta_0,P4,lr:P4,ppi_plus_plus_v2,0.975,60,600,200,200,0,0.7878386338705142,0.985
0,lr,beta_0,baseline,lr:baseline,classic,0.975,60,600,200,200,0,0.8104164174158507,0.98
0,lr,beta_1,P1,lr:P1,naive_ml,0.9,60,600,200,200,0,0.004648313478647019,0.89
0,lr,beta_1,P1,lr:P1,ppi,0.9,60,600,200,200,0,0.7436020828967967,0.915
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.7276195051331671,0.905
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.7031729619806328,0.91
0,lr,beta_1,P2,lr:P2,naive_ml,0.9,60,600,200,200,0,1.9984014443252817e-17,1.0
0,lr,beta_1,P2,lr:P2,ppi,0.9,60,600,200,200,0,0.7454319351825999,0.91
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.7306857119218496,0.91
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.7040168943824584,0.91
0,lr,beta_1,P3,lr:P3,naive_ml,0.9,60,600,200,200,0,1.6653345369377347e-17,1.0
0,lr,beta_1,P3,lr:P3,ppi,0.9,60,600,200,200,0,0.7454942154099604,0.905
0,lr,beta_1,P3,lr:P3,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.7310682115044681,0.905
0,lr,beta_1,P3,lr:P3,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.7041553084144451,0.91
0,lr,beta_1,P4,lr:P4,naive_ml,0.9,60,600,200,200,0,0.046483134786470204,0.89
0,lr,beta_1,P4,lr:P4,ppi,0.9,60,600,200,200,0,0.758871254962964,0.915
0,lr,beta_1,P4,lr:P4,ppi_plus_plus_v1,0.9,60,600,200,200,0,0.7203145268103388,0.89
0,lr,beta_1,P4,lr:P4,ppi_plus_plus_v2,0.9,60,600,200,200,0,0.7068580587450246,0.91
0,lr,beta_1,baseline,lr:baseline,classic,0.9,60,600,200,200,0,0.7358440787970928,0.905
0,lr,beta_1,P1,lr:P1,naive_ml,0.95,60,600,200,200,0,0.00553880713622248,0.935
0,lr,beta_1,P1,lr:P1,ppi,0.95,60,600,200,200,0,0.8860565325851258,0.96
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v1,0.95,60,600,200,200,0,0.8670121165449685,0.94
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v2,0.95,60,600,200,200,0,0.8378822636873169,0.94
0,lr,beta_1,P2,lr:P2,naive_ml,0.95,60,600,200,200,0,3.552713678800501e-17,1.0
0,lr,beta_1,P2,lr:P2,ppi,0.95,60,600,200,200,0,0.8882369360681086,0.96
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v1,0.95,60,600,200,200,0,0.8706657272836382,0.94
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v2,0.95,60,600,200,200,0,0.8388878711686529,0.94
0,lr,beta_1,P3,lr:P3,naive_ml,0.95,60,600,200,200,0,3.441691376337985e-17,1.0
